Veh 1 normal speed,Veh 1 max speed,Veh 1 min speed,Veh 1 color threshold,Veh 1 distance threshold 1,Veh 1 distance threshold 2,Veh 2 normal speed,Veh 2 max speed,Veh 2 min speed,Veh 2 color threshold,Veh 2 distance threshold 1,Veh 2 distance threshold 2,,,,,,,,,
90,130,80,37,500,600,90,165,80,40,300,330,,,,,,,,,
 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance
15,1420,130,0,0,-22.5,-22.5,-9,12,393,153.9305422,0,0,-28,0,-60,1,182859,0,130,1438
63,1397,130,0,0,25.5,0,48,10,393,161.6270693,0,0,-30,-30,-2,1,183010,0,130,1397
75,1379,130,0,0,37.5,37.5,12,5,365,165,0,0,-35,-65,-5,1,183010,0,130,1397
12,1362,130,0,0,-25.5,0,-63,22,454,165,0,0,-18,-83,17,1,183178,0,130,1379
6,1362,130,0,0,-31.5,-31.5,-6,73,383,165,0,0,33,0,51,1,183330,0,130,1362
74,1362,130,0,0,36.5,0,68,74,393,165,0,0,34,34,1,1,183478,0,130,1362
78,1362,130,0,0,40.5,40.5,4,63,349,165,0,0,23,57,-11,1,183631,0,130,1362
76,1362,130,0,0,38.5,79,-2,10,353,165,0,0,-30,0,-53,1,183787,0,130,1362
78,1362,130,0,0,40.5,119.5,2,5,362,165,0,0,-35,-35,-5,1,183938,0,130,1362
80,1242,130,0,0,42.5,162,2,53,334,165,0,0,13,0,48,1,184080,0,130,1362
78,1223,130,0,0,40.5,202.5,-2,68,364,165,0,0,28,28,15,1,184218,0,130,1242
75,1206,130,0,0,37.5,240,-3,40,329,90,0,0,0,0,-28,1,184390,0,130,1223
51,1191,130,0,0,13.5,253.5,-24,10,349,94.5,0,0,-30,-30,-30,1,184531,0,130,1206
22,1189,130,0,0,-15.5,0,-29,19,330,90,0,0,-21,-51,9,1,184679,0,130,1191
34,1182,130,0,0,-3.5,0,12,76,338,94.5,0,0,36,0,57,1,184823,0,130,1189
62,1152,130,0,0,24.5,0,28,78,349,99.225,0,0,38,38,2,1,184960,0,130,1182
82,1143,130,0,0,44.5,44.5,20,49,347,104.18625,0,0,9,0,-29,1,185110,0,130,1152
78,1835,130,0,0,40.5,85,-4,9,338,109.3955625,0,0,-31,0,-40,1,185252,0,130,1143
71,1808,130,0,0,33.5,118.5,-7,15,404,114.8653406,0,0,-25,-25,6,1,185421,0,130,1835
56,1778,130,0,0,18.5,137,-15,69,365,120.6086077,0,0,29,0,54,1,185587,0,130,1808
43,1757,130,0,0,5.5,0,-13,73,370,126.639038,0,0,33,33,4,1,185737,0,130,1778
50,1736,130,0,0,12.5,12.5,7,34,462,132.9709899,0,0,-6,0,-39,1,185897,0,130,1757
76,1716,130,0,0,38.5,51,26,14,365,139.6195394,0,0,-26,-26,-20,1,186047,0,130,1736
72,1696,130,0,0,34.5,85.5,-4,46,389,146.6005164,0,0,6,0,32,1,186201,0,130,1716
74,1676,130,0,0,36.5,122,2,69,357,153.9305422,0,0,29,29,23,1,186357,0,130,1696
78,1656,130,0,0,40.5,162.5,4,54,416,161.6270693,0,0,14,43,-15,1,186497,0,130,1676
72,1638,130,0,0,34.5,197,-6,6,376,165,0,0,-34,0,-48,1,186658,0,130,1656
53,1627,130,0,0,15.5,212.5,-19,5,374,165,0,0,-35,-35,-1,1,186810,0,130,1638
20,2550,130,0,0,-17.5,0,-33,63,404,165,0,0,23,0,58,1,186957,0,130,1627
68,2550,130,0,0,30.5,0,48,72,404,165,0,0,32,32,9,1,187108,0,130,2550
79,1580,130,0,0,41.5,41.5,11,55,1337,165,0,0,15,47,-17,1,187250,0,130,2550
78,1579,130,0,0,40.5,82,-1,40,1317,165,0,0,0,0,-15,1,187391,0,130,1580
78,1632,130,0,0,40.5,122.5,0,69,1282,165,0,0,29,29,29,1,187537,0,130,1579
77,2550,130,0,0,39.5,162,-1,75,1271,165,0,0,35,64,6,1,187680,0,130,1632
32,2550,130,0,0,-5.5,0,-45,77,1234,165,0,0,37,101,2,1,187822,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-27,74,349,90,0,0,34,135,-3,1,187971,0,130,2550
52,2550,130,0,0,14.5,0,47,73,1189,90,0,0,33,168,-1,1,188107,0,130,2550
69,2550,130,0,0,31.5,31.5,17,72,1189,90,0,0,32,200,-1,1,188257,0,130,2550
34,2550,130,0,0,-3.5,0,-35,73,1171,90,0,0,33,233,1,1,188411,0,130,2550
7,2550,130,0,0,-30.5,-30.5,-27,75,340,90,0,0,35,268,2,1,188560,0,130,2550
57,2550,130,0,0,19.5,0,50,63,348,90,0,0,23,291,-12,1,188703,0,130,2550
75,2550,130,0,0,37.5,37.5,18,5,326,90,0,0,-35,0,-58,1,188852,0,130,2550
61,2550,130,0,0,23.5,61,-14,13,330,90,0,0,-27,-27,8,1,189002,0,130,2550
7,2550,130,0,0,-30.5,0,-54,6,340,94.5,0,0,-34,-61,-7,1,189142,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-2,8,376,99.225,0,0,-32,-93,2,1,189297,0,130,2550
50,2550,130,0,0,12.5,0,45,70,401,104.18625,0,0,30,0,62,1,189448,0,130,2550
68,2550,130,0,0,30.5,30.5,18,67,1797,109.3955625,0,0,27,27,-3,1,189639,0,130,2550
23,2550,130,0,0,-14.5,0,-45,60,1115,114.8653406,0,0,20,47,-7,1,189800,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-18,61,1763,120.6086077,0,0,21,68,1,1,189958,0,130,2550
54,1919,130,0,0,16.5,0,49,65,1763,126.639038,0,0,25,93,4,1,190112,0,130,2550
77,1881,130,0,0,39.5,39.5,23,65,1763,132.9709899,0,0,25,118,0,1,190282,0,130,1919
47,1944,130,0,0,9.5,0,-30,65,420,90,0,0,25,143,0,1,190439,0,130,1881
5,1852,130,0,0,-32.5,0,-42,69,420,90,0,0,29,172,4,1,190597,0,130,1944
18,1848,130,0,0,-19.5,-19.5,13,72,475,90,0,0,32,204,3,1,190597,0,130,1944
68,2550,130,0,0,30.5,0,50,30,404,90,0,0,-10,0,-42,1,190784,0,130,1852
63,1793,130,0,0,25.5,25.5,-5,5,418,94.5,0,0,-35,-35,-25,1,190941,0,130,1848
9,1771,130,0,0,-28.5,0,-54,54,416,99.225,0,0,14,0,49,1,191099,0,130,2550
16,1732,130,0,0,-21.5,-21.5,7,73,460,104.18625,0,0,33,33,19,1,191252,0,130,1793
83,1732,130,0,0,45.5,0,67,78,464,109.3955625,0,0,38,71,5,1,191417,0,130,1771
76,1732,130,0,0,38.5,38.5,-7,80,460,114.8653406,0,0,40,111,2,1,191581,0,130,1732
47,1678,130,0,0,9.5,0,-29,72,447,90,0,0,32,143,-8,1,191741,0,130,1732
35,1650,130,0,0,-2.5,0,-12,67,420,90,0,0,27,170,-5,1,191741,0,130,1732
53,1633,130,0,0,15.5,0,18,50,439,90,0,0,10,180,-17,1,191892,0,130,1732
57,1612,130,0,0,19.5,19.5,4,12,437,90,0,0,-28,0,-38,1,192048,0,130,1678
12,1603,130,0,0,-25.5,0,-45,5,446,94.5,0,0,-35,-35,-7,1,192199,0,130,1650
6,1581,130,0,0,-31.5,-31.5,-6,30,448,99.225,0,0,-10,-45,25,1,192339,0,130,1633
58,2257,130,0,0,20.5,0,52,66,462,104.18625,0,0,26,0,36,1,192487,0,130,1612
60,1555,130,0,0,22.5,22.5,2,64,471,109.3955625,0,0,24,24,-2,1,192650,0,130,1603
5,1520,130,0,0,-32.5,0,-55,37,473,114.8653406,0,0,-3,0,-27,1,192780,0,130,1581
6,1511,130,0,0,-31.5,-31.5,1,18,490,120.6086077,0,0,-22,-22,-19,1,192924,0,130,2257
56,1511,130,0,0,18.5,0,50,46,473,126.639038,0,0,6,0,28,1,193077,0,130,1555
69,1511,130,0,0,31.5,31.5,13,62,479,132.9709899,0,0,22,22,16,1,193247,0,130,1520
18,1511,130,0,0,-19.5,0,-51,63,498,139.6195394,0,0,23,45,1,1,193407,0,130,1511
6,1511,130,0,0,-31.5,-31.5,-12,31,475,146.6005164,0,0,-9,0,-32,1,193548,0,130,1511
48,1511,130,0,0,10.5,0,42,14,492,153.9305422,0,0,-26,-26,-17,1,193688,0,130,1511
67,1511,130,0,0,29.5,29.5,19,49,473,161.6270693,0,0,9,0,35,1,193827,0,130,1511
8,2550,130,0,0,-29.5,0,-59,68,456,165,0,0,28,28,19,1,193968,0,130,1511
5,1407,130,0,0,-32.5,-32.5,-3,61,455,165,0,0,21,49,-7,1,194118,0,130,1511
39,2550,130,0,0,1.5,0,34,14,462,165,0,0,-26,0,-47,1,194258,0,130,1511
70,1497,130,0,0,32.5,32.5,31,5,448,165,0,0,-35,-35,-9,1,194428,0,130,2550
17,1442,130,0,0,-20.5,0,-53,40,456,165,0,0,0,0,35,1,194570,0,130,1407
6,1301,130,0,0,-31.5,-31.5,-11,71,445,165,0,0,31,31,31,1,194716,0,130,2550
35,1397,130,0,0,-2.5,0,29,55,437,165,0,0,15,46,-16,1,194853,0,130,1497
66,2550,130,0,0,28.5,0,31,9,420,165,0,0,-31,0,-46,1,194992,0,130,1442
40,2469,130,0,0,2.5,0,-26,12,416,165,0,0,-28,-28,3,1,195147,0,130,1301
7,1380,130,0,0,-30.5,0,-33,60,425,165,0,0,20,0,48,1,195427,0,130,1397
45,1376,130,0,0,7.5,0,38,67,412,165,0,0,27,27,7,1,195427,0,130,2550
76,1336,130,0,0,38.5,38.5,31,67,412,165,0,0,27,54,0,1,195578,0,130,2469
37,2352,130,0,0,-0.5,0,-39,44,420,165,0,0,4,0,-23,1,195720,0,130,1380
18,2336,130,0,0,-19.5,-19.5,-19,16,361,165,0,0,-24,0,-28,1,196028,0,130,1376
52,1277,130,0,0,14.5,0,34,16,374,165,0,0,-24,-24,0,1,196028,0,130,1336
79,1250,130,0,0,41.5,41.5,27,58,374,165,0,0,18,0,42,1,196168,0,130,2352
65,2292,130,0,0,27.5,69,-14,67,382,165,0,0,27,27,9,1,196320,0,130,2336
58,2284,130,0,0,20.5,89.5,-7,24,372,165,0,0,-16,0,-43,1,196462,0,130,1277
66,1543,130,0,0,28.5,118,8,5,348,165,0,0,-35,-35,-19,1,196607,0,130,1250
70,1543,130,0,0,32.5,150.5,4,25,338,165,0,0,-15,-50,20,1,196771,0,130,2292
71,326,80,0,0,33.5,184,1,69,376,165,0,0,29,0,44,1,196949,0,130,2284
77,2550,80.5,0,0,39.5,223.5,6,79,329,90,0,0,39,39,10,1,197119,0,130,1543
74,1121,81,0,0,36.5,260,-3,61,326,90,0,0,21,60,-18,1,197119,0,130,1543
22,1127,81.5,0,0,-15.5,0,-52,20,330,90,0,0,-20,0,-41,1,197431,0,130,326
6,1106,82,0,0,-31.5,-31.5,-16,5,329,90,0,0,-35,-35,-15,1,197582,0,80,2550
39,1093,82.5,0,0,1.5,0,33,18,374,94.5,0,0,-22,-57,13,1,197732,0,80.5,1121
78,1076,83,0,0,40.5,40.5,39,69,357,99.225,0,0,29,0,51,1,197875,0,80.5,1121
83,1062,83.5,0,0,45.5,86,5,77,361,104.18625,0,0,37,37,8,1,198028,0,81,1127
63,1050,84,0,0,25.5,111.5,-20,65,338,109.3955625,0,0,25,62,-12,1,198028,0,81.5,1106
18,1037,84.5,0,0,-19.5,0,-45,11,365,114.8653406,0,0,-29,0,-54,1,198171,0,82,1093
13,1032,85,0,0,-24.5,-24.5,-5,5,347,120.6086077,0,0,-35,-35,-6,1,198311,0,82.5,1076
74,1024,85.5,0,0,36.5,0,61,39,321,90,0,0,-1,0,34,1,198467,0,83,1062
76,998,86,0,0,38.5,38.5,2,66,336,94.5,0,0,26,0,27,1,198747,0,84,1050
42,998,86.5,0,0,4.5,0,-34,45,382,99.225,0,0,5,0,-21,1,198747,0,84,1037
16,1000,87,0,0,-21.5,0,-26,13,326,90,0,0,-27,0,-32,1,199048,0,85,1024
80,978,87.5,0,0,42.5,0,64,9,321,90,0,0,-31,-31,-4,1,199198,0,85.5,1024
81,964,88,0,0,43.5,43.5,1,60,321,90,0,0,20,0,51,1,199349,0,86,998
79,2550,88.5,0,0,41.5,85,-2,72,340,94.5,0,0,32,32,12,1,199489,0,86.5,1000
77,2550,89,0,0,39.5,124.5,-2,70,321,90,0,0,30,62,-2,1,199489,0,86.5,1000
68,2550,89.5,0,0,30.5,155,-9,46,326,90,0,0,6,0,-24,1,199640,0,87,978
47,2550,90,0,0,9.5,0,-21,5,326,90,0,0,-35,0,-41,1,199789,0,87.5,964
26,2550,90.5,0,0,-11.5,0,-21,6,324,90,0,0,-34,-34,1,1,199947,0,88,2550
77,2550,91,0,0,39.5,0,51,63,329,90,0,0,23,0,57,1,200084,0,88.5,2550
78,891,91.5,0,0,40.5,40.5,1,79,347,94.5,0,0,39,39,16,1,200229,0,89,2550
77,871,92,0,0,39.5,80,-1,28,389,99.225,0,0,-12,0,-51,1,200369,0,89.5,2550
74,878,92.5,0,0,36.5,116.5,-3,5,329,90,0,0,-35,-35,-23,1,200660,0,90.5,2550
61,2550,93,0,0,23.5,140,-13,6,326,90,0,0,-34,-69,1,1,200660,0,90.5,2550
45,2441,93.5,0,0,7.5,0,-16,55,340,94.5,0,0,15,0,49,1,200802,0,91,891
59,2426,94,0,0,21.5,21.5,14,75,2332,99.225,0,0,35,35,20,1,201087,0,91.5,871
80,2422,94.5,0,0,42.5,64,21,55,384,104.18625,0,0,15,50,-20,1,201087,0,92,878
77,2550,95,0,0,39.5,103.5,-3,11,321,90,0,0,-29,0,-44,1,201238,0,92.5,2550
69,2550,95.5,0,0,31.5,135,-8,25,348,94.5,0,0,-15,-15,14,1,201400,0,93,2441
48,2550,96,0,0,10.5,145.5,-21,72,1273,99.225,0,0,32,0,47,1,201538,0,93.5,2426
24,2550,96.5,0,0,-13.5,0,-24,66,1290,104.18625,0,0,26,26,-6,1,201686,0,94,2422
29,2494,97,0,0,-8.5,0,5,61,1236,109.3955625,0,0,21,47,-5,1,201832,0,94.5,2550
64,2479,97.5,0,0,26.5,0,35,59,2253,114.8653406,0,0,19,66,-2,1,201977,0,95,2550
66,2459,98,0,0,28.5,28.5,2,60,347,120.6086077,0,0,20,86,1,1,202125,0,95.5,2550
21,2443,98.5,0,0,-16.5,0,-45,62,1529,126.639038,0,0,22,108,2,1,202277,0,96,2550
17,2441,99,0,0,-20.5,-20.5,-4,64,2216,90,0,0,24,132,2,1,202418,0,96.5,2494
66,2420,99.5,0,0,28.5,0,49,68,1145,90,0,0,28,160,4,1,202560,0,97.5,2479
74,2404,100,0,0,36.5,36.5,8,71,1148,90,0,0,31,191,3,1,202708,0,97.5,2459
58,2396,100.5,0,0,20.5,57,-16,73,873,90,0,0,33,224,2,1,202867,0,98,2443
9,2379,101,0,0,-28.5,0,-49,62,326,90,0,0,22,246,-11,1,203021,0,98.5,2441
16,2370,101.5,0,0,-21.5,-21.5,7,6,326,90,0,0,-34,0,-56,1,203162,0,99,2420
75,2343,102,0,0,37.5,0,59,5,321,90,0,0,-35,-35,-1,1,203298,0,99.5,2404
76,2335,102.5,0,0,38.5,38.5,1,30,328,90,0,0,-10,-45,25,1,203437,0,100,2396
18,2326,103,0,0,-19.5,0,-58,77,329,90,0,0,37,0,47,1,203593,0,100.5,2379
5,2330,103.5,0,0,-32.5,-32.5,-13,75,362,94.5,0,0,35,35,-2,1,203746,0,101,2370
39,2306,104,0,0,1.5,0,34,41,357,99.225,0,0,1,0,-34,1,203890,0,101.5,2343
68,2297,104.5,0,0,30.5,30.5,29,11,392,104.18625,0,0,-29,0,-30,1,204037,0,102,2335
27,2283,105,0,0,-10.5,0,-41,50,357,109.3955625,0,0,10,0,39,1,204171,0,102.5,2326
5,2289,105.5,0,0,-32.5,-32.5,-22,77,971,114.8653406,0,0,37,37,27,1,204318,0,103,2330
36,2249,106,0,0,-1.5,0,31,75,962,120.6086077,0,0,35,72,-2,1,204467,0,103.5,2306
70,2241,106.5,0,0,32.5,0,34,69,968,126.639038,0,0,29,101,-6,1,204608,0,104,2297
37,2233,107,0,0,-0.5,0,-33,66,338,90,0,0,26,127,-3,1,204757,0,104.5,2283
5,2550,107.5,0,0,-32.5,-32.5,-32,65,365,90,0,0,25,152,-1,1,204898,0,105,2289
12,1481,108,0,0,-25.5,-58,7,51,326,90,0,0,11,163,-14,1,205047,0,105.5,2249
57,2550,108.5,0,0,19.5,0,45,15,321,90,0,0,-25,0,-36,1,205188,0,106,2241
65,2550,109,0,0,27.5,27.5,8,15,321,90,0,0,-25,-25,0,1,205333,0,106.5,2233
16,2550,109.5,0,0,-21.5,0,-49,80,326,90,0,0,40,0,65,1,205477,0,107,2550
6,2550,110,0,0,-31.5,-31.5,-10,81,365,94.5,0,0,41,41,1,1,205618,0,107.5,1481
62,2550,110.5,0,0,24.5,0,56,82,340,99.225,0,0,42,83,1,1,205759,0,108,2550
63,2550,111,0,0,25.5,25.5,1,81,321,90,0,0,41,124,-1,1,205900,0,108.5,2550
12,2550,111.5,0,0,-25.5,0,-51,74,321,90,0,0,34,158,-7,1,206040,0,109,2550
5,2550,112,0,0,-32.5,-32.5,-7,55,349,90,0,0,15,173,-19,1,206182,0,109.5,2550
72,2550,112.5,0,0,34.5,0,67,13,326,90,0,0,-27,0,-42,1,206337,0,110,2550
77,2550,113,0,0,39.5,39.5,5,6,336,94.5,0,0,-34,-34,-7,1,206488,0,110.5,2550
31,2550,113.5,0,0,-6.5,0,-46,57,326,90,0,0,17,0,51,1,206646,0,111,2550
10,2550,114,0,0,-27.5,-27.5,-21,64,321,90,0,0,24,24,7,1,206780,0,111.5,2550
27,2550,114.5,0,0,-10.5,-38,17,67,326,90,0,0,27,51,3,1,207068,0,112.5,2550
67,2550,115,0,0,29.5,0,40,66,326,90,0,0,26,77,-1,1,207204,0,113,2550
62,2550,115.5,0,0,24.5,24.5,-5,65,364,94.5,0,0,25,102,-1,1,207204,0,113,2550
13,2550,116,0,0,-24.5,0,-49,54,376,90,0,0,14,116,-11,1,207346,0,113.5,2550
8,2550,116.5,0,0,-29.5,-29.5,-5,19,349,90,0,0,-21,0,-35,1,207487,0,114,2550
73,2550,117,0,0,35.5,0,65,10,345,94.5,0,0,-30,-30,-9,1,207627,0,114.5,2550
77,2550,117.5,0,0,39.5,39.5,4,52,345,99.225,0,0,12,0,42,1,207768,0,115,2550
16,2550,118,0,0,-21.5,0,-61,71,380,104.18625,0,0,31,31,19,1,207910,0,115.5,2550
5,2550,118.5,0,0,-32.5,-32.5,-11,53,338,109.3955625,0,0,13,44,-18,1,208188,0,116,2550
68,2550,119,0,0,30.5,0,63,5,340,114.8653406,0,0,-35,0,-48,1,208188,0,116.5,2550
77,2550,119.5,0,0,39.5,39.5,9,11,349,120.6086077,0,0,-29,-29,6,1,208339,0,117,2550
50,2550,120,0,0,12.5,52,-27,31,347,126.639038,0,0,-9,0,20,1,208498,0,117.5,2550
6,2550,120.5,0,0,-31.5,0,-44,61,374,132.9709899,0,0,21,0,30,1,208638,0,118,2550
8,2550,121,0,0,-29.5,-29.5,2,62,340,139.6195394,0,0,22,22,1,1,208789,0,118.5,2550
65,2550,121.5,0,0,27.5,0,57,17,340,146.6005164,0,0,-23,0,-45,1,208927,0,119,2550
67,1830,122,0,0,29.5,29.5,2,5,338,153.9305422,0,0,-35,-35,-12,1,209064,0,119.5,2550
22,1830,122.5,0,0,-15.5,0,-45,14,330,90,0,0,-26,-61,9,1,209219,0,120,2550
6,1830,123,0,0,-31.5,-31.5,-16,65,340,94.5,0,0,25,0,51,1,209497,0,121,2550
58,1830,123.5,0,0,20.5,0,52,68,328,90,0,0,28,28,3,1,209638,0,121.5,1830
76,2550,124,0,0,38.5,38.5,18,68,357,94.5,0,0,28,56,0,1,209638,0,121.5,1830
35,2550,124.5,0,0,-2.5,0,-41,43,362,99.225,0,0,3,0,-25,1,209784,0,122,1830
5,2550,125,0,0,-32.5,-32.5,-30,9,420,104.18625,0,0,-31,0,-34,1,209924,0,122.5,1830
46,1744,125.5,0,0,8.5,0,41,16,355,109.3955625,0,0,-24,-24,7,1,210082,0,123,1830
79,2051,126,0,0,41.5,41.5,33,61,389,114.8653406,0,0,21,0,45,1,210227,0,123.5,2550
34,2550,126.5,0,0,-3.5,0,-45,68,380,120.6086077,0,0,28,28,7,1,210370,0,124,2550
5,1702,127,0,0,-32.5,-32.5,-29,53,403,126.639038,0,0,13,41,-15,1,210520,0,124.5,2550
47,2550,127.5,0,0,9.5,0,42,11,364,132.9709899,0,0,-29,0,-42,1,210661,0,125,1744
73,2550,128,0,0,35.5,35.5,26,6,412,139.6195394,0,0,-34,-34,-5,1,210797,0,125.5,2051
32,2550,128.5,0,0,-5.5,0,-41,48,418,146.6005164,0,0,8,0,42,1,210938,0,126,2550
6,2550,129,0,0,-31.5,-31.5,-26,67,416,153.9305422,0,0,27,27,19,1,211089,0,126.5,1702
31,2550,129.5,0,0,-6.5,0,25,44,349,161.6270693,0,0,4,0,-23,1,211234,0,127,2550
72,1557,130,0,0,34.5,0,41,7,355,165,0,0,-33,0,-37,1,211528,0,128,2550
47,2099,130,0,0,9.5,0,-25,17,334,165,0,0,-23,-23,10,1,211528,0,128,2550
6,2550,130,0,0,-31.5,0,-41,59,328,90,0,0,19,0,42,1,211670,0,128.5,2550
25,1513,130,0,0,-12.5,-12.5,19,68,326,90,0,0,28,28,9,1,211802,0,129,2550
78,2550,130,0,0,40.5,0,53,64,340,94.5,0,0,24,52,-4,1,211947,0,129.5,1557
75,1468,130,0,0,37.5,37.5,-3,12,374,99.225,0,0,-28,0,-52,1,212090,0,130,2099
74,1456,130,0,0,36.5,74,-1,6,365,104.18625,0,0,-34,-34,-6,1,212377,0,130,1513
75,2550,130,0,0,37.5,111.5,1,64,357,109.3955625,0,0,24,0,58,1,212526,0,130,2550
74,2550,130,0,0,36.5,148,-1,72,365,114.8653406,0,0,32,32,8,1,212681,0,130,1468
73,2550,130,0,0,35.5,183.5,-1,71,387,120.6086077,0,0,31,63,-1,1,212681,0,130,1468
74,2550,130,0,0,36.5,220,1,56,397,126.639038,0,0,16,79,-15,1,212823,0,130,1456
74,2550,130,0,0,36.5,256.5,0,19,392,132.9709899,0,0,-21,0,-37,1,212968,0,130,2550
74,2550,130,0,0,36.5,293,0,6,376,139.6195394,0,0,-34,-34,-13,1,213130,0,130,2550
30,1740,130,0,0,-7.5,0,-44,40,399,146.6005164,0,0,0,0,34,1,213277,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-25,66,418,153.9305422,0,0,26,26,26,1,213557,0,130,2550
78,2550,130,0,0,40.5,0,73,64,365,161.6270693,0,0,24,50,-2,1,213557,0,130,2550
82,2550,130,0,0,44.5,44.5,4,16,401,165,0,0,-24,0,-48,1,213721,0,130,2550
62,2550,130,0,0,24.5,69,-20,4,366,165,0,0,-36,-36,-12,1,213866,0,130,1740
56,2550,130,0,0,18.5,87.5,-6,51,380,165,0,0,11,0,47,1,214140,0,130,2550
74,2550,130,0,0,36.5,124,18,71,374,165,0,0,31,31,20,1,214140,0,130,2550
66,2550,130,0,0,28.5,152.5,-8,83,345,165,0,0,43,74,12,1,214299,0,130,2550
23,2550,130,0,0,-14.5,0,-43,66,338,165,0,0,26,100,-17,1,214441,0,130,2550
16,2550,130,0,0,-21.5,-21.5,-7,5,330,90,0,0,-35,0,-61,1,214584,0,130,2550
79,2550,130,0,0,41.5,0,63,5,326,90,0,0,-35,-35,0,1,214759,0,130,2550
81,2550,130,0,0,43.5,43.5,2,27,329,90,0,0,-13,-48,22,1,214920,0,130,2550
81,2550,130,0,0,43.5,87,0,54,404,94.5,0,0,14,0,27,1,215064,0,130,2550
81,2550,130,0,0,43.5,130.5,0,56,372,99.225,0,0,16,16,2,1,215218,0,130,2550
78,2550,130,0,0,40.5,171,-3,28,340,104.18625,0,0,-12,0,-28,1,215364,0,130,2550
63,2550,130,0,0,25.5,196.5,-15,13,372,109.3955625,0,0,-27,-27,-15,1,215507,0,130,2550
79,2550,130,0,0,41.5,238,16,68,2550,114.8653406,0,0,28,0,55,1,215677,0,130,2550
80,2550,130,0,0,42.5,280.5,1,81,1595,120.6086077,0,0,41,41,13,1,215837,0,130,2550
78,2550,130,0,0,40.5,321,-2,26,1585,126.639038,0,0,-14,0,-55,1,215978,0,130,2550
35,2550,130,0,0,-2.5,0,-43,7,410,132.9709899,0,0,-33,-33,-19,1,216138,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-30,54,411,139.6195394,0,0,14,0,47,1,216281,0,130,2550
18,2550,130,0,0,-19.5,-52,13,73,411,146.6005164,0,0,33,33,19,1,216429,0,130,2550
71,2550,130,0,0,33.5,0,53,69,1450,153.9305422,0,0,29,62,-4,1,216590,0,130,2550
53,2550,130,0,0,15.5,15.5,-18,65,1450,161.6270693,0,0,25,87,-4,1,216740,0,130,2550
5,2550,130,0,0,-32.5,0,-48,69,1450,165,0,0,29,116,4,1,216897,0,130,2550
5,2550,130,0,0,-32.5,-32.5,0,66,2550,90,0,0,26,142,-3,1,217052,0,130,2550
44,2550,130,0,0,6.5,0,39,65,2550,90,0,0,25,167,-1,1,217052,0,130,2550
53,2550,130,0,0,15.5,15.5,9,65,2550,90,0,0,25,192,0,1,217212,0,130,2550
18,2550,130,0,0,-19.5,0,-35,68,2550,90,0,0,28,220,3,1,217380,0,130,2550
9,2550,130,0,0,-28.5,-28.5,-9,62,2550,90,0,0,22,242,-6,1,217529,0,130,2550
52,2550,130,0,0,14.5,0,43,23,2550,90,0,0,-17,0,-39,1,217678,0,130,2550
74,2550,130,0,0,36.5,36.5,22,7,418,94.5,0,0,-33,-33,-16,1,217822,0,130,2550
43,2550,130,0,0,5.5,0,-31,68,428,99.225,0,0,28,0,61,1,217967,0,130,2550
6,2550,130,0,0,-31.5,0,-37,77,428,104.18625,0,0,37,37,9,1,218118,0,130,2550
30,2550,130,0,0,-7.5,0,24,82,2550,109.3955625,0,0,42,79,5,1,218257,0,130,2550
77,2550,130,0,0,39.5,0,47,82,1702,114.8653406,0,0,42,121,0,1,218398,0,130,2550
64,2550,130,0,0,26.5,26.5,-13,52,2550,90,0,0,12,133,-30,1,218540,0,130,2550
7,2550,130,0,0,-30.5,0,-57,8,464,90,0,0,-32,0,-44,1,218690,0,130,2550
6,2550,130,0,0,-31.5,-31.5,-1,12,481,94.5,0,0,-28,-28,4,1,218831,0,130,2550
67,2550,130,0,0,29.5,0,61,70,2550,99.225,0,0,30,0,58,1,218979,0,130,2550
75,2550,130,0,0,37.5,37.5,8,73,2550,104.18625,0,0,33,33,3,1,219120,0,130,2550
23,2550,130,0,0,-14.5,0,-52,71,2550,109.3955625,0,0,31,64,-2,1,219261,0,130,2550
7,2550,130,0,0,-30.5,-30.5,-16,61,2550,114.8653406,0,0,21,85,-10,1,219399,0,130,2550
65,2550,130,0,0,27.5,0,58,46,2550,120.6086077,0,0,6,0,-15,1,219539,0,130,2550
74,2550,130,0,0,36.5,36.5,9,39,2550,126.639038,0,0,-1,0,-7,1,219697,0,130,2550
21,2550,130,0,0,-16.5,0,-53,78,483,132.9709899,0,0,38,0,39,1,219848,0,130,2550
23,2550,130,0,0,-14.5,-14.5,2,81,474,139.6195394,0,0,41,41,3,1,219992,0,130,2550
70,2550,130,0,0,32.5,0,47,79,500,146.6005164,0,0,39,80,-2,1,220161,0,130,2550
70,2550,130,0,0,32.5,32.5,0,70,446,153.9305422,0,0,30,110,-9,1,220311,0,130,2550
6,2550,130,0,0,-31.5,0,-64,70,443,90,0,0,30,140,0,1,220457,0,130,2550
