Veh 1 normal speed,Veh 1 max speed,Veh 1 min speed,Veh 1 color threshold,Veh 1 distance threshold 1,Veh 1 distance threshold 2,Veh 2 normal speed,Veh 2 max speed,Veh 2 min speed,Veh 2 color threshold,Veh 2 distance threshold 1,Veh 2 distance threshold 2,,,,,,,,,
90,130,80,37,500,600,90,165,80,40,300,330,,,,,,,,,
 Veh 1 color, Veh 1 distance, Veh 1 speed,Veh 1 stop, Veh 1 step, Veh 1 deviation, Veh 1 integral, Veh 1 derivative,Veh 2 color,Veh 2  distance,Veh 2  speed,Veh 2 stop,Veh 2  step,Veh 2  deviation,Veh 2  integral,Veh 2  derivative,Veh 2  frontID,Veh 2  frontTime,Veh 2  frontStep,Veh 2  frontSpeed,Veh 2  frontDistance
78,1563,130,0,0,40.5,125.5,-2,5,473,153.9305422,0,0,-35,-35,-19,1,68728,0,130,1563
79,1551,130,0,0,41.5,167,1,68,473,161.6270693,0,0,28,0,63,1,68886,0,130,1551
75,2550,130,0,0,37.5,204.5,-4,73,1288,165,0,0,33,33,5,1,69047,0,130,2550
73,2550,130,0,0,35.5,240,-2,75,1288,165,0,0,35,68,2,1,69188,0,130,2550
44,2550,130,0,0,6.5,0,-29,75,1232,165,0,0,35,103,0,1,69337,0,130,2550
5,2550,130,0,0,-32.5,0,-39,74,1201,90,0,0,34,137,-1,1,69497,0,130,2550
5,2550,130,0,0,-32.5,-32.5,0,75,1183,90,0,0,35,172,1,1,69497,0,130,2550
29,2550,130,0,0,-8.5,0,24,74,1171,90,0,0,34,206,-1,1,69772,0,130,2550
42,2550,130,0,0,4.5,0,13,77,1171,90,0,0,37,243,3,1,69927,0,130,2550
24,2550,130,0,0,-13.5,0,-18,69,1152,90,0,0,29,272,-8,1,70072,0,130,2550
10,2550,130,0,0,-27.5,-27.5,-14,66,1152,90,0,0,26,298,-3,1,70227,0,130,2550
50,2550,130,0,0,12.5,0,40,81,1152,90,0,0,41,339,15,1,70227,0,130,2550
69,2550,130,0,0,31.5,31.5,19,66,427,90,0,0,26,365,-15,1,70398,0,130,2550
14,2550,130,0,0,-23.5,0,-55,48,399,90,0,0,8,0,-18,1,70542,0,130,2550
4,2550,130,0,0,-33.5,-33.5,-10,13,416,94.5,0,0,-27,0,-35,1,70827,0,130,2550
48,2550,130,0,0,10.5,0,44,6,420,99.225,0,0,-34,-34,-7,1,70827,0,130,2550
68,2550,130,0,0,30.5,30.5,20,6,416,104.18625,0,0,-34,-68,0,1,70971,0,130,2550
50,2550,130,0,0,12.5,43,-18,5,424,109.3955625,0,0,-35,-103,-1,1,71258,0,130,2550
7,2550,130,0,0,-30.5,0,-43,31,469,90,0,0,-9,0,26,1,71258,0,130,2550
12,2550,130,0,0,-25.5,-25.5,5,60,469,94.5,0,0,20,0,29,1,71417,0,130,2550
55,2550,130,0,0,17.5,0,43,64,469,99.225,0,0,24,24,4,1,71559,0,130,2550
58,1876,130,0,0,20.5,20.5,3,63,184,90,0,0,23,47,-1,1,71701,0,130,2550
15,2550,130,0,0,-22.5,0,-43,64,184,90,0,0,24,71,1,1,71988,0,130,2550
7,2550,130,0,0,-30.5,-30.5,-8,62,185,90,0,0,22,93,-2,1,72131,0,130,2550
58,2380,130,0,0,20.5,0,51,64,179,90,0,0,24,117,2,1,72131,0,130,2550
73,2550,130,0,0,35.5,35.5,15,66,166,90,0,0,26,143,2,1,72422,0,130,2380
46,2495,130,0,0,8.5,0,-27,38,162,90,0,0,-2,0,-28,1,72422,0,130,2550
8,1762,130,0,0,-29.5,0,-38,8,166,0,1,0,-2,0,-28,1,72567,0,130,2495
32,1726,130,0,0,-5.5,0,24,24,170,0,1,0,-2,0,-28,1,72717,0,130,1762
83,2550,130,0,0,45.5,0,51,33,174,0,1,0,-2,0,-28,1,72850,0,130,1726
43,1687,130,0,0,5.5,0,-40,34,184,0,1,0,-2,0,-28,1,72999,0,130,2550
5,1668,130,0,0,-32.5,0,-38,34,205,0,1,0,-2,0,-28,1,73149,0,130,1687
8,1648,130,0,0,-29.5,-29.5,3,34,220,0,1,0,-2,0,-28,1,73299,0,130,1668
45,2350,130,0,0,7.5,0,37,34,321,90,0,0,-6,0,-4,1,73439,0,130,1648
66,2288,130,0,0,28.5,28.5,21,37,243,90,0,0,-3,0,3,1,73580,0,130,2350
17,1603,130,0,0,-20.5,0,-49,70,225,90,0,0,30,0,33,1,73717,0,130,2288
5,1566,130,0,0,-32.5,-32.5,-12,71,212,90,0,0,31,31,1,1,73878,0,130,1603
52,1577,130,0,0,14.5,0,47,71,213,90,0,0,31,62,0,1,74019,0,130,1566
76,1557,130,0,0,38.5,38.5,24,72,217,90,0,0,32,94,1,1,74161,0,130,1577
17,1520,130,0,0,-20.5,0,-59,63,217,90,0,0,23,117,-9,1,74315,0,130,1557
6,1520,130,0,0,-31.5,-31.5,-11,28,221,0,1,0,23,117,-9,1,74459,0,130,1520
41,1520,130,0,0,3.5,0,35,11,219,0,1,0,23,117,-9,1,74596,0,130,1520
57,1520,130,0,0,19.5,19.5,16,10,233,0,1,0,23,117,-9,1,74757,0,130,1520
16,1520,130,0,0,-21.5,0,-41,10,271,0,1,0,23,117,-9,1,74901,0,130,1520
7,1520,130,0,0,-30.5,-30.5,-9,10,321,90,0,0,-30,0,-53,1,75038,0,130,1520
66,1520,130,0,0,28.5,0,59,16,321,90,0,0,-24,-24,6,1,75180,0,130,1520
78,1520,130,0,0,40.5,40.5,12,71,321,90,0,0,31,0,55,1,75321,0,130,1520
7,1520,130,0,0,-30.5,0,-71,69,326,90,0,0,29,29,-2,1,75485,0,130,1520
6,1366,130,0,0,-31.5,-31.5,-1,63,259,90,0,0,23,52,-6,1,75628,0,130,1520
38,1490,130,0,0,0.5,0,32,46,271,90,0,0,6,0,-17,1,75768,0,130,1366
64,1490,130,0,0,26.5,26.5,26,19,271,90,0,0,-21,0,-27,1,75908,0,130,1490
25,1420,130,0,0,-12.5,0,-39,20,281,90,0,0,-20,-20,1,1,76187,0,130,1490
6,1421,130,0,0,-31.5,-31.5,-19,54,294,90,0,0,14,0,34,1,76187,0,130,1420
48,1397,130,0,0,10.5,0,42,65,322,90,0,0,25,25,11,1,76347,0,130,1421
75,1413,130,0,0,37.5,37.5,27,55,326,90,0,0,15,40,-10,1,76490,0,130,1397
36,2550,130,0,0,-1.5,0,-39,27,326,90,0,0,-13,0,-28,1,76781,0,130,1413
6,1468,130,0,0,-31.5,-31.5,-30,15,340,94.5,0,0,-25,-25,-12,1,76781,0,130,2550
33,2550,130,0,0,-4.5,0,27,39,340,99.225,0,0,-1,0,24,1,76927,0,130,1468
75,1341,130,0,0,37.5,0,42,62,345,104.18625,0,0,22,0,23,1,77078,0,130,2550
61,2343,130,0,0,23.5,23.5,-14,55,347,109.3955625,0,0,15,15,-7,1,77218,0,130,1341
17,1716,130,0,0,-20.5,0,-44,25,348,114.8653406,0,0,-15,0,-30,1,77360,0,130,2343
10,1305,130,0,0,-27.5,-27.5,-7,15,349,120.6086077,0,0,-25,-25,-10,1,77517,0,130,1716
79,1262,130,0,0,41.5,0,69,54,338,126.639038,0,0,14,0,39,1,77657,0,130,1305
74,1227,130,0,0,36.5,36.5,-5,65,334,132.9709899,0,0,25,25,11,1,77941,0,130,1262
70,2261,130,0,0,32.5,69,-4,55,330,90,0,0,15,40,-10,1,77941,0,130,1227
69,2243,130,0,0,31.5,100.5,-1,26,330,90,0,0,-14,0,-29,1,78220,0,130,2261
68,2243,130,0,0,30.5,131,-1,16,329,90,0,0,-24,-24,-10,1,78360,0,130,2243
71,2243,130,0,0,33.5,164.5,3,27,338,94.5,0,0,-13,-37,11,1,78360,0,130,2243
72,1942,130,0,0,34.5,199,1,51,334,99.225,0,0,11,0,24,1,78492,0,130,2243
75,1160,130,0,0,37.5,236.5,3,58,353,104.18625,0,0,18,18,7,1,78657,0,130,1942
79,1121,130,0,0,41.5,278,4,33,374,109.3955625,0,0,-7,0,-25,1,78947,0,130,1160
61,1092,130,0,0,23.5,301.5,-18,13,401,114.8653406,0,0,-27,-27,-20,1,78947,0,130,1121
6,1080,130,0,0,-31.5,0,-55,31,412,120.6086077,0,0,-9,0,18,1,79118,0,130,1092
13,1058,130,0,0,-24.5,-24.5,7,68,871,126.639038,0,0,28,0,37,1,79261,0,130,1080
82,1036,130,0,0,44.5,0,69,70,460,132.9709899,0,0,30,30,2,1,79403,0,130,1058
78,1024,130,0,0,40.5,40.5,-4,36,847,139.6195394,0,0,-4,0,-34,1,79547,0,130,1036
61,1000,130,0,0,23.5,64,-17,8,847,146.6005164,0,0,-32,-32,-28,1,79688,0,130,1024
49,998,130,0,0,11.5,75.5,-12,26,831,153.9305422,0,0,-14,-46,18,1,79822,0,130,1000
67,978,130,0,0,29.5,105,18,71,835,161.6270693,0,0,31,0,45,1,79980,0,130,998
77,976,130,0,0,39.5,144.5,10,75,796,165,0,0,35,35,4,1,80128,0,130,978
45,2550,130,0,0,7.5,0,-32,40,796,165,0,0,0,0,-35,1,80278,0,130,976
16,2550,130,0,0,-21.5,0,-29,10,772,165,0,0,-30,-30,-30,1,80417,0,130,2550
79,2550,130,0,0,41.5,0,63,9,764,165,0,0,-31,-61,-1,1,80558,0,130,2550
79,2018,130,0,0,41.5,41.5,0,63,788,165,0,0,23,0,54,1,80705,0,130,2550
76,2550,130,0,0,38.5,80,-3,69,780,165,0,0,29,29,6,1,80858,0,130,2018
78,853,130,0,0,40.5,120.5,2,64,750,165,0,0,24,53,-5,1,80991,0,130,2550
79,827,130,0,0,41.5,162,1,45,788,165,0,0,5,0,-19,1,81130,0,130,853
79,826,130,0,0,41.5,203.5,0,13,762,165,0,0,-27,0,-32,1,81267,0,130,827
78,2550,130,0,0,40.5,244,-1,25,762,165,0,0,-15,-15,12,1,81400,0,130,826
74,2550,130,0,0,36.5,280.5,-4,67,861,165,0,0,27,0,42,1,81550,0,130,2550
72,2550,130,0,0,34.5,315,-2,62,748,165,0,0,22,22,-5,1,81702,0,130,2550
68,2550,130,0,0,30.5,345.5,-4,8,748,165,0,0,-32,0,-54,1,81833,0,130,2550
9,2550,130,0,0,-28.5,0,-59,5,748,165,0,0,-35,-35,-3,1,81980,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-4,60,2550,165,0,0,20,0,55,1,82128,0,130,2550
5,2485,130,0,0,-32.5,-65,0,79,2550,165,0,0,39,39,19,1,82269,0,130,2550
5,2449,130,0,0,-32.5,-97.5,0,50,921,165,0,0,10,49,-29,1,82548,0,130,2449
6,2431,130,0,0,-31.5,-129,1,10,921,165,0,0,-30,0,-40,1,82548,0,130,2449
29,2404,130,0,0,-8.5,0,23,5,2097,165,0,0,-35,-35,-5,1,82692,0,130,2431
74,2374,130,0,0,36.5,0,45,26,2550,165,0,0,-14,-49,21,1,82969,0,130,2374
72,2359,130,0,0,34.5,34.5,-2,59,872,165,0,0,19,0,33,1,82969,0,130,2374
6,2351,130,0,0,-31.5,0,-66,70,794,165,0,0,30,30,11,1,83121,0,130,2359
5,2342,130,0,0,-32.5,-32.5,-1,53,762,165,0,0,13,43,-17,1,83268,0,130,2351
49,2313,130,0,0,11.5,0,44,17,978,165,0,0,-23,0,-36,1,83411,0,130,2342
53,2297,130,0,0,15.5,15.5,4,15,978,165,0,0,-25,-25,-2,1,83580,0,130,2313
18,2290,130,0,0,-19.5,0,-35,65,947,165,0,0,25,0,50,1,83748,0,130,2297
14,2267,130,0,0,-23.5,-23.5,-4,70,894,165,0,0,30,30,5,1,83748,0,130,2297
67,2249,130,0,0,29.5,0,53,73,887,165,0,0,33,63,3,1,83899,0,130,2290
74,2249,130,0,0,36.5,36.5,7,64,865,165,0,0,24,87,-9,1,84058,0,130,2267
41,2231,130,0,0,3.5,0,-33,49,856,165,0,0,9,0,-15,1,84191,0,130,2249
15,2550,130,0,0,-22.5,0,-26,54,856,165,0,0,14,14,5,1,84470,0,130,2231
43,2550,130,0,0,5.5,0,28,60,1551,165,0,0,20,34,6,1,84470,0,130,2231
73,2550,130,0,0,35.5,35.5,30,64,1507,165,0,0,24,58,4,1,84619,0,130,2550
30,2550,130,0,0,-7.5,0,-43,74,1154,165,0,0,34,92,10,1,84769,0,130,2550
9,2550,130,0,0,-28.5,-28.5,-21,77,1127,165,0,0,37,129,3,1,84911,0,130,2550
47,2550,130,0,0,9.5,0,38,82,1119,90,0,0,42,171,5,1,85068,0,130,2550
68,2550,130,0,0,30.5,30.5,21,78,1054,90,0,0,38,209,-4,1,85218,0,130,2550
14,2550,130,0,0,-23.5,0,-54,78,1038,90,0,0,38,247,0,1,85510,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-9,77,1024,90,0,0,37,284,-1,1,85510,0,130,2550
41,2550,130,0,0,3.5,0,36,78,1012,90,0,0,38,322,1,1,85657,0,130,2550
69,2550,130,0,0,31.5,31.5,28,38,1028,90,0,0,-2,0,-40,1,85792,0,130,2550
33,2550,130,0,0,-4.5,0,-36,6,2550,94.5,0,0,-34,-34,-32,1,85947,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-28,5,2550,99.225,0,0,-35,-69,-1,1,86081,0,130,2550
26,2550,130,0,0,-11.5,-44,21,5,2550,104.18625,0,0,-35,-104,0,1,86213,0,130,2550
74,2550,130,0,0,36.5,0,48,22,2550,90,0,0,-18,-122,17,1,86509,0,130,2550
71,2550,130,0,0,33.5,33.5,-3,74,2550,90,0,0,34,0,52,1,86656,0,130,2550
8,2550,130,0,0,-29.5,0,-63,74,2550,94.5,0,0,34,34,0,1,86656,0,130,2550
5,2550,130,0,0,-32.5,-32.5,-3,73,2550,99.225,0,0,33,67,-1,1,86942,0,130,2550
58,2550,130,0,0,20.5,0,53,72,2550,104.18625,0,0,32,99,-1,1,86942,0,130,2550
70,2550,130,0,0,32.5,32.5,12,74,2550,109.3955625,0,0,34,133,2,1,87085,0,130,2550
28,2550,130,0,0,-9.5,0,-42,68,901,90,0,0,28,161,-6,1,87362,0,130,2550
8,2550,130,0,0,-29.5,-29.5,-20,52,762,90,0,0,12,173,-16,1,87362,0,130,2550
47,2253,130,0,0,9.5,0,39,21,762,90,0,0,-19,0,-31,1,87516,0,130,2550
72,1839,130,0,0,34.5,34.5,25,8,762,94.5,0,0,-32,-32,-13,1,87657,0,130,2550
28,1821,130,0,0,-9.5,0,-44,75,762,99.225,0,0,35,0,67,1,87807,0,130,2253
5,2550,130,0,0,-32.5,-32.5,-23,82,825,104.18625,0,0,42,42,7,1,87949,0,130,1839
39,2550,130,0,0,1.5,0,34,58,757,109.3955625,0,0,18,60,-24,1,88098,0,130,1821
68,1794,130,0,0,30.5,30.5,29,68,757,114.8653406,0,0,28,88,10,1,88243,0,130,2550
22,1787,130,0,0,-15.5,0,-46,62,757,120.6086077,0,0,22,110,-6,1,88387,0,130,2550
5,326,80,0,0,-32.5,-32.5,-17,65,764,90,0,0,25,135,3,1,88526,0,130,1794
49,2550,80.5,0,0,11.5,0,44,64,764,90,0,0,24,159,-1,1,88661,0,130,1787
69,2550,81,0,0,31.5,31.5,20,66,749,90,0,0,26,185,2,1,88801,0,130,326
29,1718,81.5,0,0,-8.5,0,-40,52,750,90,0,0,12,197,-14,1,88940,0,80,2550
6,2550,82,0,0,-31.5,-31.5,-23,11,750,90,0,0,-29,0,-41,1,89077,0,80.5,2550
57,2550,82.5,0,0,19.5,0,51,5,740,94.5,0,0,-35,-35,-6,1,89221,0,81,1718
78,2550,83,0,0,40.5,40.5,21,10,744,99.225,0,0,-30,-65,5,1,89361,0,81.5,2550
60,2550,83.5,0,0,22.5,63,-18,56,754,104.18625,0,0,16,0,46,1,89513,0,82,2550
6,1657,84,0,0,-31.5,0,-54,68,772,109.3955625,0,0,28,28,12,1,89662,0,82.5,2550
5,2550,84.5,0,0,-32.5,-32.5,-1,58,772,114.8653406,0,0,18,46,-10,1,89806,0,83,2550
40,2550,85,0,0,2.5,0,35,20,730,120.6086077,0,0,-20,0,-38,1,89952,0,83.5,1657
51,1632,85.5,0,0,13.5,13.5,11,6,728,126.639038,0,0,-34,-34,-14,1,90102,0,84,2550
12,2550,86,0,0,-25.5,0,-39,60,728,132.9709899,0,0,20,0,54,1,90247,0,84.5,2550
8,2550,86.5,0,0,-29.5,-29.5,-4,71,728,139.6195394,0,0,31,31,11,1,90389,0,85,1632
69,1597,87,0,0,31.5,0,61,64,740,146.6005164,0,0,24,55,-7,1,90521,0,85.5,2550
75,2550,87.5,0,0,37.5,37.5,6,18,721,153.9305422,0,0,-22,0,-46,1,90659,0,86,2550
11,1573,88,0,0,-26.5,0,-64,5,718,161.6270693,0,0,-35,-35,-13,1,90808,0,86.5,1597
5,2550,88.5,0,0,-32.5,-32.5,-6,49,710,165,0,0,9,0,44,1,90942,0,87,2550
53,1559,89,0,0,15.5,0,48,69,661,165,0,0,29,29,20,1,91092,0,87.5,1573
80,1551,89.5,0,0,42.5,42.5,27,53,689,165,0,0,13,42,-16,1,91238,0,88,2550
45,1513,90,0,0,7.5,0,-35,20,680,165,0,0,-20,0,-33,1,91381,0,88.5,1559
6,1509,90.5,0,0,-31.5,0,-39,10,680,165,0,0,-30,-30,-10,1,91532,0,89,1551
39,1490,91,0,0,1.5,0,33,58,586,165,0,0,18,0,48,1,91682,0,89.5,1513
77,1456,91.5,0,0,39.5,39.5,38,69,609,165,0,0,29,29,11,1,91819,0,90,1509
74,1472,92,0,0,36.5,76,-3,66,598,165,0,0,26,55,-3,1,92106,0,91,1490
73,2550,92.5,0,0,35.5,111.5,-1,24,618,165,0,0,-16,0,-42,1,92248,0,91,1456
53,1452,93,0,0,15.5,127,-20,5,567,165,0,0,-35,-35,-19,1,92248,0,91.5,1472
26,1448,93.5,0,0,-11.5,0,-27,25,597,165,0,0,-15,-50,20,1,92537,0,92.5,2550
46,2550,94,0,0,8.5,0,20,66,562,165,0,0,26,0,41,1,92678,0,92.5,1452
75,2550,94.5,0,0,37.5,37.5,29,64,562,165,0,0,24,24,-2,1,92815,0,93.5,2550
74,2550,95,0,0,36.5,74,-1,51,555,165,0,0,11,35,-13,1,92951,0,93.5,2550
72,2550,95.5,0,0,34.5,108.5,-2,28,565,165,0,0,-12,0,-23,1,92951,0,94,2550
72,2550,96,0,0,34.5,143,0,23,559,165,0,0,-17,-17,-5,1,93228,0,94.5,2550
71,2550,96.5,0,0,33.5,176.5,-1,42,603,165,0,0,2,0,19,1,93381,0,95.5,2550
60,1777,97,0,0,22.5,199,-11,61,618,165,0,0,21,21,19,1,93381,0,95.5,2550
33,1748,97.5,0,0,-4.5,0,-27,47,483,165,0,0,7,0,-14,1,93522,0,96,2550
28,1734,98,0,0,-9.5,0,-5,8,515,165,0,0,-32,0,-39,1,93678,0,96.5,1777
76,2550,98.5,0,0,38.5,0,48,13,525,165,0,0,-27,-27,5,1,93819,0,97,1748
75,2550,99,0,0,37.5,37.5,-1,55,525,165,0,0,15,0,42,1,93978,0,97.5,1734
79,2550,99.5,0,0,41.5,79,4,69,456,165,0,0,29,29,14,1,94122,0,98,2550
43,2550,100,0,0,5.5,0,-36,37,456,165,0,0,-3,0,-32,1,94262,0,98.5,2550
29,2550,100.5,0,0,-8.5,0,-14,6,420,165,0,0,-34,-34,-31,1,94411,0,99,2550
75,2550,101,0,0,37.5,0,46,23,460,165,0,0,-17,-51,17,1,94551,0,99.5,2550
78,2550,101.5,0,0,40.5,40.5,3,70,437,165,0,0,30,0,47,1,94693,0,100,2550
77,2550,102,0,0,39.5,80,-1,75,397,165,0,0,35,35,5,1,94844,0,100.5,2550
69,2550,102.5,0,0,31.5,111.5,-8,62,397,165,0,0,22,57,-13,1,94982,0,101,2550
53,2550,103,0,0,15.5,127,-16,23,357,165,0,0,-17,0,-39,1,95141,0,101.5,2550
48,2550,103.5,0,0,10.5,137.5,-5,6,357,165,0,0,-34,-34,-17,1,95438,0,102.5,2550
58,2550,104,0,0,20.5,158,10,40,403,165,0,0,0,0,34,1,95438,0,102.5,2550
58,2214,104.5,0,0,20.5,178.5,0,69,340,165,0,0,29,29,29,1,95608,0,103,2550
24,2550,105,0,0,-13.5,0,-34,54,326,90,0,0,14,43,-15,1,95912,0,103.5,2550
14,2550,105.5,0,0,-23.5,-23.5,-10,6,334,94.5,0,0,-34,0,-48,1,95912,0,104,2214
80,2550,106,0,0,42.5,0,66,6,326,90,0,0,-34,-34,0,1,96199,0,105,2550
79,2550,106.5,0,0,41.5,41.5,-1,11,340,94.5,0,0,-29,-63,5,1,96378,0,105.5,2550
83,2550,107,0,0,45.5,87,4,72,429,99.225,0,0,32,0,61,1,96518,0,106,2550
70,2550,107.5,0,0,32.5,119.5,-13,75,1495,104.18625,0,0,35,35,3,1,96660,0,106.5,2550
80,2550,108,0,0,42.5,162,10,72,2550,109.3955625,0,0,32,67,-3,1,96820,0,107,2550
81,2102,108.5,0,0,43.5,205.5,1,54,410,114.8653406,0,0,14,81,-18,1,96954,0,107.5,2550
66,2550,109,0,0,28.5,234,-15,43,321,90,0,0,3,0,-11,1,97108,0,108,2102
9,2550,109.5,0,0,-28.5,0,-57,57,372,94.5,0,0,17,17,14,1,97267,0,108.5,2550
6,2550,110,0,0,-31.5,-31.5,-3,67,376,99.225,0,0,27,44,10,1,97411,0,109,2550
72,2550,110.5,0,0,34.5,0,66,66,376,104.18625,0,0,26,70,-1,1,97717,0,110,2550
78,2550,111,0,0,40.5,40.5,6,65,372,109.3955625,0,0,25,95,-1,1,97872,0,110.5,2550
26,2550,111.5,0,0,-11.5,0,-52,64,2550,114.8653406,0,0,24,119,-1,1,98027,0,111,2550
5,2550,112,0,0,-32.5,-32.5,-21,60,2550,90,0,0,20,139,-4,1,98322,0,111.5,2550
70,2550,112.5,0,0,32.5,0,65,47,376,90,0,0,7,0,-13,1,98478,0,112.5,2550
81,2550,113,0,0,43.5,43.5,11,44,348,94.5,0,0,4,0,-3,1,98645,0,113,2550
23,2550,113.5,0,0,-14.5,0,-58,66,380,99.225,0,0,26,26,22,1,98797,0,113.5,2550
6,2550,114,0,0,-31.5,-31.5,-17,75,399,104.18625,0,0,35,61,9,1,98945,0,114,2550
60,2550,114.5,0,0,22.5,0,54,37,384,109.3955625,0,0,-3,0,-38,1,99087,0,114.5,2550
70,2550,115,0,0,32.5,32.5,10,6,338,114.8653406,0,0,-34,-34,-31,1,99380,0,115.5,2550
49,2550,115.5,0,0,11.5,44,-21,59,416,120.6086077,0,0,19,0,53,1,99542,0,116,2550
14,2550,116,0,0,-23.5,0,-35,75,1648,126.639038,0,0,35,35,16,1,99692,0,116.5,2550
19,2550,116.5,0,0,-18.5,-18.5,5,74,2550,132.9709899,0,0,34,69,-1,1,99838,0,117,2550
62,2550,117,0,0,24.5,0,43,74,2550,139.6195394,0,0,34,103,0,1,99998,0,117.5,2550
67,2550,117.5,0,0,29.5,29.5,5,74,2550,90,0,0,34,137,0,1,100158,0,118,2550
8,2550,118,0,0,-29.5,0,-59,80,2550,90,0,0,40,177,6,1,100158,0,118,2550
6,2550,118.5,0,0,-31.5,-31.5,-2,81,2550,90,0,0,41,218,1,1,100321,0,118.5,2550
54,2550,119,0,0,16.5,0,48,79,403,90,0,0,39,257,-2,1,100461,0,119,2550
79,2550,119.5,0,0,41.5,41.5,25,17,456,90,0,0,-23,0,-62,1,100747,0,120,2550
29,2550,120,0,0,-8.5,0,-50,5,380,94.5,0,0,-35,-35,-12,1,100747,0,120,2550
5,2550,120.5,0,0,-32.5,-32.5,-24,5,399,99.225,0,0,-35,-70,0,1,100898,0,120.5,2550
29,2550,121,0,0,-8.5,0,24,40,401,104.18625,0,0,0,0,35,1,101052,0,121,2550
70,2550,121.5,0,0,32.5,0,41,72,408,109.3955625,0,0,32,32,32,1,101208,0,121.5,2550
42,2550,122,0,0,4.5,0,-28,74,425,114.8653406,0,0,34,66,2,1,101357,0,122,2550
5,2550,122.5,0,0,-32.5,0,-37,80,366,120.6086077,0,0,40,106,6,1,101516,0,122.5,2550
23,2550,123,0,0,-14.5,-14.5,18,77,365,90,0,0,37,143,-3,1,101661,0,123,2550
75,2550,123.5,0,0,37.5,0,52,30,384,90,0,0,-10,0,-47,1,101811,0,123.5,2550
75,2550,124,0,0,37.5,37.5,0,5,401,94.5,0,0,-35,-35,-25,1,102088,0,124.5,2550
9,2550,124.5,0,0,-28.5,0,-66,21,384,99.225,0,0,-19,-54,16,1,102238,0,125,2550
10,2550,125,0,0,-27.5,-27.5,1,72,392,104.18625,0,0,32,0,51,1,102400,0,125.5,2550
75,2550,125.5,0,0,37.5,0,65,74,401,109.3955625,0,0,34,34,2,1,102559,0,126,2550
70,2550,126,0,0,32.5,32.5,-5,74,410,114.8653406,0,0,34,68,0,1,102688,0,126.5,2550
4,2550,126.5,0,0,-33.5,0,-66,54,420,120.6086077,0,0,14,82,-20,1,102829,0,127,2550
5,2550,127,0,0,-32.5,-32.5,1,7,448,126.639038,0,0,-33,0,-47,1,103108,0,127.5,2550
29,2550,127.5,0,0,-8.5,0,24,5,447,132.9709899,0,0,-35,-35,-2,1,103108,0,128,2550
37,2550,128,0,0,-0.5,0,8,57,399,139.6195394,0,0,17,0,52,1,103269,0,128.5,2550
22,2550,128.5,0,0,-15.5,-15.5,-15,63,399,146.6005164,0,0,23,23,6,1,103422,0,129,2550
33,2550,129,0,0,-4.5,0,11,38,456,153.9305422,0,0,-2,0,-25,1,103590,0,130,2550
65,2550,129.5,0,0,27.5,0,32,11,403,161.6270693,0,0,-29,-29,-27,1,103869,0,130,2550
60,2550,130,0,0,22.5,22.5,-5,11,418,165,0,0,-29,-58,0,1,104017,0,130,2550
17,2550,130,0,0,-20.5,0,-43,60,393,165,0,0,20,0,49,1,104161,0,130,2550
6,2550,130,0,0,-31.5,-31.5,-11,71,412,165,0,0,31,31,11,1,104320,0,130,2550
49,2550,130,0,0,11.5,0,43,73,408,165,0,0,33,64,2,1,104597,0,130,331
73,2550,130,0,0,35.5,35.5,24,48,355,165,0,0,8,0,-25,1,104597,0,130,331
27,2550,130,0,0,-10.5,0,-46,5,336,165,0,0,-35,0,-43,1,104740,0,80,326
6,2550,130,0,0,-31.5,-31.5,-21,5,328,90,0,0,-35,-35,0,1,104916,0,80,2550
52,331,80,0,0,14.5,0,46,40,321,90,0,0,0,0,35,1,105088,0,80.5,2550
80,326,80,0,0,42.5,42.5,28,58,321,90,0,0,18,18,18,1,105240,0,81,2550
11,2550,80.5,0,0,-26.5,0,-69,43,355,94.5,0,0,3,0,-15,1,105380,0,81.5,1627
5,2550,81,0,0,-32.5,-32.5,-6,18,321,90,0,0,-22,0,-25,1,105515,0,82,2550
64,2550,81.5,0,0,26.5,0,59,25,321,90,0,0,-15,-15,7,1,105661,0,82.5,2550
70,1627,82,0,0,32.5,32.5,6,64,321,90,0,0,24,0,39,1,105807,0,83,1611
17,2550,82.5,0,0,-20.5,0,-53,70,338,94.5,0,0,30,30,6,1,105951,0,83.5,1549
5,2550,83,0,0,-32.5,-32.5,-12,34,321,90,0,0,-6,0,-36,1,106092,0,84,2550
49,1611,83.5,0,0,11.5,0,44,19,321,90,0,0,-21,-21,-15,1,106230,0,84.5,2550
73,1549,84,0,0,35.5,35.5,24,30,326,90,0,0,-10,-31,11,1,106377,0,85,1919
28,2550,84.5,0,0,-9.5,0,-45,67,321,90,0,0,27,0,37,1,106521,0,85.5,2550
6,2550,85,0,0,-31.5,-31.5,-22,66,326,90,0,0,26,26,-1,1,106661,0,86,1455
19,1919,85.5,0,0,-18.5,-50,13,41,326,90,0,0,1,0,-25,1,106812,0,86.5,2550
60,2550,86,0,0,22.5,0,41,14,338,94.5,0,0,-26,0,-27,1,106954,0,87,2550
67,1455,86.5,0,0,29.5,29.5,7,25,321,90,0,0,-15,-15,11,1,107093,0,87.5,1387
