Original Statement,tp,tn,fp,fn,score
"m_312: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=2))",800,782,0,0,50.56890012642224
"m_311: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=0))",801,783,0,0,50.56818181818182
"m_316: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=6))",743,835,0,0,47.08491761723701
"m_310: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=0, t=1))",738,845,0,0,46.62034112444725
"m_314: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=4))",728,852,0,0,46.07594936708861
"m_214: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=4)==v(i=1, t=1))",726,854,0,0,45.949367088607595
"m_9: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)!=v(i=1, t=1))",715,868,0,0,45.16740366392925
"m_215: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=5)==v(i=1, t=1))",698,881,0,0,44.20519316022799
"m_317: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=7))",691,886,0,0,43.817374762206725
"m_216: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=6)==v(i=1, t=1))",688,890,0,0,43.59949302915083
"m_318: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=8))",683,893,0,0,43.33756345177665
"m_217: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=7)==v(i=1, t=1))",678,899,0,0,42.99302473050095
"m_319: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=9))",675,900,0,0,42.857142857142854
"m_218: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=8)==v(i=1, t=1))",668,908,0,0,42.38578680203046
"m_320: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=10))",667,907,0,0,42.37611181702668
"m_321: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=11))",659,914,0,0,41.89446916719644
"m_219: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=9)==v(i=1, t=1))",659,916,0,0,41.84126984126984
"m_322: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=12))",651,921,0,0,41.412213740458014
"m_220: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=10)==v(i=1, t=1))",650,924,0,0,41.29606099110546
"m_323: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=13))",643,928,0,0,40.929344366645445
"m_221: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=11)==v(i=1, t=1))",642,931,0,0,40.81373172282263
"m_324: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=14))",637,933,0,0,40.57324840764331
"m_325: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=15))",636,933,0,0,40.53537284894838
"m_222: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=12)==v(i=1, t=1))",634,938,0,0,40.33078880407125
"m_326: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=16))",627,941,0,0,39.98724489795919
"m_223: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=13)==v(i=1, t=1))",626,945,0,0,39.84723106301718
"m_224: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=14)==v(i=1, t=1))",618,952,0,0,39.36305732484077
"m_327: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=17))",612,955,0,0,39.05552010210593
"m_225: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=15)==v(i=1, t=1))",610,959,0,0,38.87826641172721
"m_328: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=18))",604,962,0,0,38.569604086845466
"m_226: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=16)==v(i=1, t=1))",602,966,0,0,38.392857142857146
"m_329: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=19))",596,969,0,0,38.08306709265176
"m_227: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=17)==v(i=1, t=1))",594,973,0,0,37.906828334396934
"m_330: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=20))",588,976,0,0,37.59590792838875
"m_230: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=20)==v(i=1, t=1))",586,978,0,0,37.468030690537084
"m_228: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=18)==v(i=1, t=1))",586,980,0,0,37.42017879948914
"m_331: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=21))",580,983,0,0,37.10812539987204
"m_229: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=19)==v(i=1, t=1))",578,987,0,0,36.93290734824281
"m_332: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=22))",572,990,0,0,36.61971830985916
"m_333: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=23))",564,997,0,0,36.13068545803972
"m_231: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=21)==v(i=1, t=1))",564,999,0,0,36.08445297504799
"m_334: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=24))",556,1004,0,0,35.64102564102564
"m_232: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=22)==v(i=1, t=1))",555,1007,0,0,35.53137003841229
"m_335: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=25))",548,1011,0,0,35.15073765234125
"m_233: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=23)==v(i=1, t=1))",547,1014,0,0,35.0416399743754
"m_336: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=26))",540,1018,0,0,34.65982028241335
"m_234: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=24)==v(i=1, t=1))",539,1021,0,0,34.55128205128205
"m_337: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=27))",532,1025,0,0,34.168272318561336
"m_235: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=25)==v(i=1, t=1))",531,1028,0,0,34.0602950609365
"m_338: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=28))",524,1032,0,0,33.67609254498715
"m_236: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=26)==v(i=1, t=1))",523,1035,0,0,33.56867779204108
"m_339: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=29))",516,1039,0,0,33.18327974276528
"m_237: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=27)==v(i=1, t=1))",515,1042,0,0,33.076429030186254
"m_340: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=30))",508,1046,0,0,32.689832689832684
"m_238: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=28)==v(i=1, t=1))",507,1049,0,0,32.58354755784062
"m_341: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=31))",500,1053,0,0,32.195750160978754
"m_239: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=29)==v(i=1, t=1))",499,1056,0,0,32.09003215434084
"m_342: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=32))",492,1060,0,0,31.70103092783505
"m_240: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=30)==v(i=1, t=1))",491,1063,0,0,31.595881595881597
"m_343: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=33))",484,1067,0,0,31.20567375886525
"m_241: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=31)==v(i=1, t=1))",483,1070,0,0,31.101094655505474
"m_344: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=34))",476,1074,0,0,30.709677419354836
"m_242: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=32)==v(i=1, t=1))",475,1077,0,0,30.605670103092784
"m_345: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=35))",468,1081,0,0,30.213040671400904
"m_243: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=33)==v(i=1, t=1))",467,1084,0,0,30.10960670535139
"m_346: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=36))",460,1088,0,0,29.71576227390181
"m_244: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=34)==v(i=1, t=1))",459,1091,0,0,29.612903225806452
"m_347: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=37))",452,1095,0,0,29.217840982546868
"m_245: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=35)==v(i=1, t=1))",451,1098,0,0,29.115558424790187
"m_348: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=38))",444,1102,0,0,28.71927554980595
"m_246: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=36)==v(i=1, t=1))",443,1105,0,0,28.617571059431523
"m_349: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=39))",437,1108,0,0,28.284789644012946
"m_247: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=37)==v(i=1, t=1))",435,1112,0,0,28.118939883645766
"m_350: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=40))",430,1114,0,0,27.849740932642487
"m_248: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=38)==v(i=1, t=1))",428,1118,0,0,27.684346701164298
"m_351: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=41))",423,1120,0,0,27.41412832145172
"m_249: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=39)==v(i=1, t=1))",421,1124,0,0,27.249190938511326
"m_352: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=42))",416,1126,0,0,26.977950713359274
"m_250: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=40)==v(i=1, t=1))",414,1130,0,0,26.813471502590673
"m_353: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=43))",409,1132,0,0,26.54120700843608
"m_251: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=41)==v(i=1, t=1))",407,1136,0,0,26.377187297472453
"m_354: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=44))",402,1138,0,0,26.1038961038961
"m_252: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=42)==v(i=1, t=1))",400,1142,0,0,25.94033722438392
"m_355: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=45))",396,1143,0,0,25.730994152046783
"m_8: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)>v(i=1, t=1))",404,1179,0,0,25.521162349968414
"m_253: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=43)==v(i=1, t=1))",393,1148,0,0,25.502920181700194
"m_356: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=46))",390,1148,0,0,25.35760728218466
"m_254: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=44)==v(i=1, t=1))",386,1154,0,0,25.064935064935064
"m_357: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=47))",384,1153,0,0,24.98373454782043
"m_255: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=45)==v(i=1, t=1))",379,1160,0,0,24.626380766731643
"m_358: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=48))",378,1158,0,0,24.609375
"m_359: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=49))",372,1163,0,0,24.234527687296417
"m_256: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=46)==v(i=1, t=1))",372,1166,0,0,24.187256176853055
"m_360: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=50))",367,1167,0,0,23.92438070404172
"m_257: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=47)==v(i=1, t=1))",365,1172,0,0,23.747560182173064
"m_361: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=51))",362,1171,0,0,23.613829093281147
"m_258: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=48)==v(i=1, t=1))",358,1178,0,0,23.307291666666664
"m_362: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=52))",355,1177,0,0,23.172323759791123
"m_259: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=49)==v(i=1, t=1))",351,1184,0,0,22.866449511400653
"m_363: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=53))",349,1182,0,0,22.79555845852384
"m_260: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=50)==v(i=1, t=1))",345,1189,0,0,22.490221642764016
"m_364: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=54))",344,1186,0,0,22.483660130718956
"m_261: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=51)==v(i=1, t=1))",340,1193,0,0,22.17873450750163
"m_365: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=55))",336,1193,0,0,21.97514715500327
"m_262: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=52)==v(i=1, t=1))",333,1199,0,0,21.736292428198432
"m_366: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=56))",330,1198,0,0,21.596858638743456
"m_263: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=53)==v(i=1, t=1))",327,1204,0,0,21.358589157413455
"m_367: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=57))",326,1201,0,0,21.34905042567125
"m_264: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=54)==v(i=1, t=1))",322,1208,0,0,21.045751633986928
"m_368: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=58))",319,1207,0,0,20.9043250327654
"m_265: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=55)==v(i=1, t=1))",317,1212,0,0,20.732504905166778
"m_369: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=59))",312,1213,0,0,20.45901639344262
"m_266: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=56)==v(i=1, t=1))",310,1218,0,0,20.287958115183248
"m_370: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=60))",308,1216,0,0,20.209973753280842
"m_267: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=57)==v(i=1, t=1))",304,1223,0,0,19.90831696136215
"m_371: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=61))",301,1222,0,0,19.763624425476035
"m_7: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)<v(i=1, t=1))",311,1272,0,0,19.646241313960832
"m_268: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=58)==v(i=1, t=1))",299,1227,0,0,19.593709043250325
"m_372: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=62))",294,1228,0,0,19.316688567674113
"m_269: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=59)==v(i=1, t=1))",292,1233,0,0,19.147540983606557
"m_373: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=63))",289,1232,0,0,19.000657462195925
"m_270: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=60)==v(i=1, t=1))",285,1239,0,0,18.700787401574804
"m_374: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=64))",281,1239,0,0,18.486842105263158
"m_271: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=61)==v(i=1, t=1))",280,1243,0,0,18.384766907419568
"m_375: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=65))",275,1244,0,0,18.104015799868336
"m_272: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=62)==v(i=1, t=1))",275,1247,0,0,18.068331143232587
"m_273: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=63)==v(i=1, t=1))",270,1251,0,0,17.75147928994083
"m_376: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=66))",269,1249,0,0,17.72068511198946
"m_377: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=67))",264,1253,0,0,17.402768622280817
"m_274: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=64)==v(i=1, t=1))",263,1257,0,0,17.30263157894737
"m_378: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=68))",259,1257,0,0,17.084432717678098
"m_275: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=65)==v(i=1, t=1))",259,1260,0,0,17.050691244239633
"m_379: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=69))",254,1261,0,0,16.765676567656765
"m_276: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=66)==v(i=1, t=1))",253,1265,0,0,16.666666666666664
"m_380: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=70))",249,1265,0,0,16.44649933949802
"m_277: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=67)==v(i=1, t=1))",247,1270,0,0,16.282135794330916
"m_381: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=71))",244,1269,0,0,16.12690019828156
"m_278: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=68)==v(i=1, t=1))",243,1273,0,0,16.02902374670185
"m_382: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=72))",239,1273,0,0,15.806878306878309
"m_279: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=69)==v(i=1, t=1))",237,1278,0,0,15.643564356435643
"m_383: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=73))",234,1277,0,0,15.486432825943083
"m_280: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=70)==v(i=1, t=1))",232,1282,0,0,15.323645970937912
"m_384: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=74))",229,1281,0,0,15.165562913907285
"m_281: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=71)==v(i=1, t=1))",227,1286,0,0,15.003304692663583
"m_385: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=75))",224,1285,0,0,14.844267726971506
"m_282: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=72)==v(i=1, t=1))",222,1290,0,0,14.682539682539684
"m_386: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=76))",220,1288,0,0,14.588859416445624
"m_283: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=73)==v(i=1, t=1))",217,1294,0,0,14.361350099272006
"m_387: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=77))",214,1293,0,0,14.200398142003982
"m_284: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=74)==v(i=1, t=1))",213,1297,0,0,14.105960264900663
"m_388: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=78))",210,1296,0,0,13.94422310756972
"m_285: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=75)==v(i=1, t=1))",209,1300,0,0,13.850231941683234
"m_389: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=79))",208,1297,0,0,13.820598006644518
"m_286: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=76)==v(i=1, t=1))",205,1303,0,0,13.59416445623342
"m_390: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=80))",203,1301,0,0,13.497340425531915
"m_287: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=77)==v(i=1, t=1))",201,1306,0,0,13.33775713337757
"m_391: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=81))",199,1304,0,0,13.24018629407851
"m_288: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=78)==v(i=1, t=1))",197,1309,0,0,13.081009296148737
"m_392: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=82))",196,1306,0,0,13.049267643142477
"m_289: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=79)==v(i=1, t=1))",194,1311,0,0,12.890365448504983
"m_290: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=80)==v(i=1, t=1))",192,1312,0,0,12.76595744680851
"m_393: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=83))",191,1310,0,0,12.724850099933377
"m_394: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=84))",189,1311,0,0,12.6
"m_291: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=81)==v(i=1, t=1))",188,1315,0,0,12.508316699933467
"m_395: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=85))",187,1312,0,0,12.47498332221481
"m_292: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=82)==v(i=1, t=1))",185,1317,0,0,12.316910785619175
"m_396: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=86))",184,1314,0,0,12.283044058744993
"m_293: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=83)==v(i=1, t=1))",184,1317,0,0,12.258494337108594
"m_397: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=87))",181,1316,0,0,12.090848363393453
"m_294: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=84)==v(i=1, t=1))",181,1319,0,0,12.066666666666666
"m_398: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=88))",178,1318,0,0,11.898395721925134
"m_295: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=85)==v(i=1, t=1))",178,1321,0,0,11.874583055370246
"m_296: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=86)==v(i=1, t=1))",176,1322,0,0,11.748998664886514
"m_399: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=89))",174,1321,0,0,11.638795986622073
"m_297: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=87)==v(i=1, t=1))",172,1325,0,0,11.489645958583834
"m_400: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=90))",170,1324,0,0,11.378848728246318
"m_298: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=88)==v(i=1, t=1))",169,1327,0,0,11.296791443850267
"m_401: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=91))",167,1326,0,0,11.185532484929672
"m_299: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=89)==v(i=1, t=1))",167,1328,0,0,11.17056856187291
"m_402: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=92))",164,1328,0,0,10.991957104557642
"m_300: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=90)==v(i=1, t=1))",164,1330,0,0,10.977242302543507
"m_403: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=93))",161,1330,0,0,10.7981220657277
"m_301: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=91)==v(i=1, t=1))",161,1332,0,0,10.783657066309445
"m_404: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=94))",158,1332,0,0,10.604026845637584
"m_302: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=92)==v(i=1, t=1))",158,1334,0,0,10.589812332439678
"m_405: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=95))",155,1334,0,0,10.409670920080591
"m_303: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=93)==v(i=1, t=1))",155,1336,0,0,10.39570757880617
"m_406: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=96))",152,1336,0,0,10.21505376344086
"m_304: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=94)==v(i=1, t=1))",151,1339,0,0,10.134228187919463
"m_407: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=97))",149,1338,0,0,10.020174848688635
"m_305: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=95)==v(i=1, t=1))",148,1341,0,0,9.939556749496306
"m_408: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=98))",146,1340,0,0,9.825033647375504
"m_306: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=96)==v(i=1, t=1))",145,1343,0,0,9.744623655913978
"m_409: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=99))",144,1341,0,0,9.696969696969697
"m_307: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=97)==v(i=1, t=1))",142,1345,0,0,9.549428379287155
"m_309: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=99)==v(i=1, t=1))",140,1345,0,0,9.427609427609427
"m_308: (v(i=0, t=0)==v(i=0, t=0),	v(i=0, t=98)==v(i=1, t=1))",140,1346,0,0,9.421265141318976
"m_2: (v(i=0, t=0)<v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=1))",0,0,868,715,0
"m_3: (v(i=0, t=0)>v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=1))",0,0,868,715,0
"m_4: (v(i=0, t=0)!=v(i=0, t=0),	v(i=0, t=0)==v(i=1, t=1))",0,0,868,715,0
